AvailabilityCode|AvailabilityCodeDescription|CVComment|CVTitle|CandidatePermission|CandidateStatusCode|CandidateStatusCodeDescription|CurrentEmployer|CurrentJob|ExternalID|ExtraInfo|HighestEducationLevelCode|HighestEducationLevelCodeDescription|Last3Experiences|ProfilePicture|SalaryCode|SalaryCodeDescription|TotalExperienceYears|id
|||||||"Indra Company | Caixa Econômica Federal (Projeto B.I. de Cartões)"|Analista B.I.|||||Consultor B.I., Consultor B.I., Consultor B.I.||||10|cv6403.xml
|||||||Accenture|Consultor de TI -|||5|Master|Analista de Sistema||||12|cv19079.xml
||||0|||Abrantes Soluções LTDA|Analista|||||Analista, Analista de Requisitos, Gerente de Projetos (Consultoria)||||8|cv22375.xml
|||||||Convert Marketing|Desenvolvedor Web|||4|Bachelor|Desenvolvedor Web||||4|cv4296.xml
||||0|||Splenda IT|Analista BI|||4|Bachelor|Analista BI||||5|cv20386.xml
|||||||Dissemine Treinamentos|Instrutor|||4|Bachelor|Auxiliar de Garantia da Qualidade, Estagiário - Validação de Sistemas||||5|cv19749.xml
||||0|||Gyn Tec Informática|Analista de Suporte de Sistemas|||4|Bachelor|Analista em Tecnologia da Informação, Analista de Suporte de Sistema||||9|cv18480.xml
||||0|||HSBC BANK BRASIL (504 NORTE BLOCO B LOJA 38) Gerenciar PAB (POSTO DE AUTO ATENDIMENTO)|TÉCNICO DE SERVIÇO|||4|Bachelor|||||9|cv20724.xml
|||||||Escola Cantinho Mágico|Auxiliar de professor|||1|Secondary Education|Auxiliar de professor||||3|cv5657.xml
|||||||Brasiltelecom|Analista de Sistemas|||4|Bachelor|ANALISTA DE, CONSULTOR, ANALISTA DE SISTEMAS||||6|cv2384.xml
|||||||INOVA GRUPO - Inova Tecnologia e Treinamentos Ltda- EPP|Coordenação de Projetos|||4|Bachelor|Supervisão de Almoxarifados, Analista de Projetos, Assistente Financeiro|||||cv15652.xml
|||||||Ribeirão Preto|Executivo|||4|Bachelor|||||3|cv4726.xml
|||||||Miriah Tecnologia Digital|Analista de Sistemas|||5|Master|Analista de Negócios, Analista Programadora, Analista de Sistemas||||16|cv4287.xml
||||0|||Experience|Gerente de Sistemas de Informação|||5|Master|Gerente de Sistemas de Informação, Analista de Sistemas, Coordenador de desenvolvimento de sistemas||||14|cv22674.xml
|||||||Sata Cartuchos|Web Designer|||4|Bachelor|Estagiário|||||cv33615.xml
|||||||CTIS - IT Services|Gerente de Projetos|||5|Master|Coordenador de Projetos, Líder de Projetos, Coordenador de Sistemas Operacionais||||21|cv11508.xml
||||0|||EPCBRASIL|Gerente Comercial|||||Gerente de Negócios, Gerente de Logística, Gerente de Produção e Suporte Técnico||||39|cv19056.xml
|||||||Hewlett - Packard Brasil|Analista em TI|||5|Master|Suporte Técnico, Suporte Técnico, Professor de Informática||||2|cv33244.xml
||||0||||||||||||||cv23015.xml
|||||||GEAP - AUTOGESTÃO EM SAÚDE|ASSISTENTE TÉCNICO|||4|Bachelor|ADMINISTRATIVO, ADMINISTRATIVA, ÁREA ADMINISTRATIVA EM ENSINO MÉDIO||||3|cv11270.xml
||||0|||Supermercado Dovale [Varejo]|Analista de RH|||||Analista de RH, Analista de RH, Analista de Recrutamento e Seleção||||10|cv37866.xml
|||||||BTG Pactual|Analista de Banco de Dados|||4|Bachelor|||||10|cv9402.xml
|||||||Oba Hortifruti Supermercados|Estagiário de Gente e Gestão|||1|Secondary Education|||||1|cv8647.xml
||||0|||BS Services - BB Tecnologia - Banco do Brasil|Analista Sênior|||||Programador, Estágio||||7|cv27834.xml
|||||||Cabesp|Desenvolvedor de Software Sênior|||5|Master|Diretor, Desenvolvedor Sênior, Desenvolvedor Sênior||||11|cv33018.xml
||||0|||Rede Pública do Município de Itarantim - BA|Recepcionista|||5|Master|||||2|cv18540.xml
||||0|||UOLDIVEO|Analista SAP Basis|||5|Master|Analista de Operações Técnicas, Analista de Operações Técnicas, Técnico de Suporte||||9|cv36787.xml
||||0|||RBCOM|Estagiário Técnico Informática|||5|Master|Analista de Telecomunicações, Analista de Sistemas, Especialista em Redes||||16|cv18971.xml
|||||||Spread Tecnologia|Developer|||||Net Developer, NET Developer/Desenvolvedor .NET, Analista Programador .NET||||7|cv30549.xml
|||||||TOTVS Consulting|Consultor de Negócios (Processos de Negócio e TI)|||4|Bachelor|Analista de Processos (Negócio e TI), Assistente de Projeto||||6|cv8269.xml
|||||||Stefanini IT Solutions|Analista de Suporte Junior|||4|Bachelor|Suporte Técnico I|||||cv24394.xml
|||||||Centro Salesiano do Menor - CESAM|Aprendiz de Eletricista|||4|Bachelor|Aprendiz de Eletricista, Atendente|||||cv13755.xml
|||||||||||4|Bachelor||||||cv4541.xml
|||||||Ministério das Comunicações / Datainfo|Analista de Requisitos Pleno|||5|Master|Analista de Requisitos / Projetos, Estágio, Agente Administrativo||||8|cv2605.xml
||||0|||Autônomo em DF|Suporte técnico de informática|||4|Bachelor|Professora de Informática, Assistente Técnico de Ti Junior, Professor||||8|cv29738.xml
|||||||Spread Systems (prestador FNDE)|Analista de BI Sênior|||4|Bachelor|Analista de BI Sênior, Administrador de dados DW/BI e Integrações, Analista de Inteligência do Negócio Pleno||||11|cv13708.xml
|||||||Stefanini Powering your Business - Asa Norte - DF|Gerente de Projetos|||4|Bachelor|Desenvolvedor Sênior, Analista Desenvolvedor, Desenvolvedor Pleno||||9|cv12425.xml
|||||||Sociedade para o Desenvolvimento da Tecnologia da Informação, BRISA, Brasil|Arquiteto de Software|||4|Bachelor|Projetista Desenvolvedor, Projetista Desenvolvedor, Bolsista||||13|cv1245.xml
|||||||Veirano Advogados|Analista de Recursos Humanos Pl.|||5|Master|Analista de Recursos Humanos, Coordenadora de Recursos Humanos||||6|cv33419.xml
|||||||Kelly Services|Consultora de Recrutamento e Seleção|||||Analista de Recrutamento e Seleção, Consultora de RH Sênior, Consultora de RH||||19|cv35073.xml
|||||||||||5|Master||||||cv10586.xml
|||||||Companhia Bancorbrás de Administração e Negócios|Técnico de Informática Pleno|||||Técnico de Informática Junior, Suporte Técnico, Operador de CPD - Segurança da Informação||||12|cv14085.xml
||||0||||||||||||||cv21855.xml
||||||||||||||||||cv32985.xml
|||||||Odebrecht / ICN - Itaguaí Construções Navais|Analista Desenvolvedor Java|||5|Master|Analista Desenvolvedor Java, Analista Desenvolvedor Java, Desenvolvedor Java Pleno||||6|cv5471.xml
|||||||Comp Line Services Solutions|Analista de BI|||4|Bachelor|Analista de BI, Web desiner, Assistente de Marketing||||7|cv2125.xml
|||||||Prefeitura de Goiânia|Assistente de T&D|||4|Bachelor|||||2|cv27136.xml
|||||||Associação Brasileira de Recursos em Telecom (ABR-T)|Consultor de Telecom III|||4|Bachelor|Consultor de Organização Internacional, Analista de Prevenção, Estagiário||||8|cv6528.xml
|||||||Premiere Distribuidora de Veículos Ltda (Champion Peugeot)|Assistente Administrativo Financeiro / Encarregada|||||Auxiliar de Escritório, Auxiliar de Escritório, Encarregado||||16|cv11370.xml
||||0|||CONSULTANTE DE RELATÓRIOS - Módulo PS|Analista de Sistema|||5|Master|Consultora e Diligenciadora, Consultora, Gerenciamento/Planejamento de||||25|cv26467.xml
||||0|||Port distribuidora em DF|Auxiliar de Logística|||4|Bachelor|Auxiliar de Logística, Assistente Administrativo, Auxiliar||||9|cv29218.xml
|||||||RSI Informática|Executor de Teste de Software|||4|Bachelor|Operador de Teste e Qualidade de Software, Estagiário Teste e Qualidade de Software, Estagiário Teste e Qualidade de Software||||5|cv2966.xml
|||||||Secretária de Transparência e Controle do Distrito Federal (STC-DF)|Analista de BI|||4|Bachelor|Estagiário de nível Superior||||4|cv13738.xml
|||||||Universidade de Brasília, UnB, Brasil|Bolsista|||4|Bachelor|Professor de Informática||||5|cv1494.xml
||||0|||Asas de Socorro|Auxiliar de Suporte Técnico|||4|Bachelor|Auxiliar de Suporte Técnico||||1|cv18972.xml
||||0|||Petrobras - Montreal MI|Gerente de Projetos|||||||||1|cv13929.xml
||||0|||Third IT Solutions|Head of Sales, Channels and Alliances|||5|Master|Area Vice President - MSM Latin America, Director of Sales - MSM Latin America, Business Development Manager||||5|cv25033.xml
||||0|||GRCON SOLUÇOES EM INFORMATICA|Analista de Suporte N2|||4|Bachelor|Suporte Técnico em Informática, Suporte Técnico em Informática, Suporte Técnico em Informática||||8|cv32741.xml
|||||||Partner(Ministério da Fazenda)|atendente nível II|||4|Bachelor|atendente nível II||||7|cv6807.xml
|||||||T-IT Brasília Soluções Informáticas|Funcionário|||4|Bachelor|Funcionário, Funcionário, Funcionário||||9|cv2481.xml
||||0|||Subcontroladoria de Tecnologia e Informações Estratégicas|Gerente de desenvolvimento|||5|Master|Gerente de desenvolvimento||||3|cv36455.xml
|||||||C.E.S.A.R|System Engineer|||||System Engineer, System Engineer||||4|cv34348.xml
|||||||Cast Group - Ministério do Desenvolvimento Agrário|Programador PHP Jr.|||4|Bachelor|Técnico de Suporte, Programador PHP Jr.||||5|cv33557.xml
||||0|||Ofner Martins da Costa & Cia Ltda|Promotora|||4|Bachelor|Operadora de Caixa, Consultora de Vendas, Consultora de Vendas||||5|cv37829.xml
|||||||GW DISTRIBUIDORA|auxiliar de estoque|||5|Master|Vigilante Resultados, Estagiário de Nível Superior, Vendedor|||||cv8499.xml
||||0|||Secretaria de Estado de Saúde do Distrito Federal em DF|Supervisora Administrativo|||4|Bachelor|Supervisora Administrativo, Assistente Admistrativo, Estagiária||||6|cv29061.xml
||||0|||NewBlue Marketing Online|Analista de Departamento Pessoal Sr.|||||Analista de Recursos Humanos Pleno, Operadora de Telemarketing Ativo, Help Desk II||||17|cv37580.xml
|||||||Supremo Tribunal Federal - STF|Analista de Teste/Testador|||4|Bachelor|Analista de Teste/Testador||||4|cv15123.xml
||||0|||AgênciaClick|IT Coordinator|||3|University|Systems Analyst||||2|cv22933.xml
|||||||Yeshua Sistemas e Consultoria|Analista de Requisitos|||4|Bachelor|Analista de Requisitos, Analista de Requisitos, Consultor de BI||||12|cv9420.xml
||||0|||Grupo Inovva Brasília - DF|Analista de Redes Junior|||4|Bachelor|Webdesigner||||5|cv15369.xml
||||0|||Fácil Centro de Apoio Administrativo|Sub Gerente de T.I|||4|Bachelor|Técnico de Informática, Técnico em Informática||||14|cv15078.xml
||||0|||CEBRASPE em DF|Analista de T.I.|||4|Bachelor|Técnico, Estagiário, Estagiário||||7|cv28924.xml
|||||||TST|Professora particular de Matemática e Física de nível médio|||4|Bachelor|Analista de BI Junior, Estagiária, Estagiária||||15|cv10008.xml
|||||||||||5|Master||||||cv4833.xml
|||||||INSIGHT RH|Analista de RH|||5|Master|Analista de RH, Responsável, Operadora de Telemarketing||||10|cv31202.xml
|||||||Capgemini|Consultor em Gestão de Projetos|||4|Bachelor|Planejamento, Bolsista ITI-Cnpq||||6|cv12670.xml
||||0|||Sicoob Cosmipa, Sicoob Cofal e Sicoob Credichapada|CONSULTOR AUTÔNOMO e INSTRUTOR|||4|Bachelor|Analista de Suporte de Sistemas, Gestor, Analista de Negócios em TI Pleno||||17|cv38011.xml
||||||||Analista de Negócios PL|||4|Bachelor|Analista de Sistemas Jr/Desenvolvedor, Analista de Sistemas Jr, Analista de Sistemas Jr||||15|cv924.xml
|||||||INLOC SISTEMAS|Professor Universitário|||5|Master|Coordenador do Curso de Sistemas de Informação, Professor, Professor Universitário||||20|cv8599.xml
||||0|||Millenium Brasil|Participante do Grupo de Desenvolvimento e Manutenção|||5|Master|Participante do Grupo de Desenvolvimento e Manutenção||||28|cv25689.xml
|||||||STEFANINI CONSULTORIA E ASSESSORIA EM INFORMATICA S.A|Analista de Produção Pleno|||4|Bachelor|Analista de Sistemas Junior, Analista de Sistemas TR., Técnico em Infraestrutura de Data Center||||3|cv7759.xml
|||||||STJ - Superior Tribunal de Justiça|Estagiário|||1|Secondary Education|Estagiário||||3|cv4456.xml
|||||||__________________________________________________________|Consultor Oracle (programador PL/SQL)|||5|Master|Consultor Oracle (programador PL/SQL), Coordenador de banco de dados dos Sistemas, Professor Assistente||||26|cv10446.xml
|||||||G4 Solutions|Analista de treinamento|||4|Bachelor|Analista, Consultora de treinamento, Consultora de treinamento||||7|cv3565.xml
||||0|||OKI DATA do Brasil 05.15 - 04.17|Analista de Negócios e Soluções (pré-vendas)|||5|Master|Analista de Negócios, Analista de Processos e Implantação, Consultor de Processos Banco Bradesco|||||cv22120.xml
|||||||Seal Telecom|Analista de processos de implementação|||||Desenvolvedora Júnior - PHP/ASP clássico||||4|cv6473.xml
|||||||Conseguro Corretora de Seguros SS Ltda. ­|Programador PHP Senior ­|||4|Bachelor|Projetista/Desenvolvedor de Sistema ­, Programador PHP OO, Analista de Sistemas Junior ­||||12|cv13005.xml
||||0|||SIBS|Desenvolvedor de Sistemas|||||Auxiliar de Cartório, Professor||||3|cv19375.xml
||||0|||Universidade Nove de Julho|Gestão de Recursos Humanos|||||Gestão de Recursos Humanos||||3|cv38277.xml
||||0||||Técnico de Atendimento Nivel II, Hepta Servicos em TI em DF|||4|Bachelor|Técnico, Estagiario, Tecnico de Informatica||||10|cv29685.xml
||||0|||Universidade de Brasília em DF|Administrador de Banco de Dados|||4|Bachelor|Administrador de Banco de Dados, Técnico de Suporte, Estágio de TI||||6|cv29744.xml
|||||||Cabal Brasil Ltda|Programador Pleno|||4|Bachelor|||||0|cv5399.xml
||||0||||Vendedor|||4|Bachelor|Técnico instalador, Técnico instalador, Vendedor||||14|cv23302.xml
|||||||||||4|Bachelor||||||cv23223.xml
|||||||IOS Informática|Analista de Requisitos|||4|Bachelor|Testador de Software, Estagiário, Monitoramento de Redes||||5|cv34035.xml
||||0|||Stefanini|Analista de Negócios Pleno|||||Analista de Negócios Pleno, Analista Middleware, Desenvolvedor Java||||7|cv22193.xml
||||0|||Grupo Tecar (ECS - Empresa Centralizadora)|Gerente de Tecnologia da Informação|||5|Master|Consultor de Projetos, Analista de Sistemas, Analista de Sistemas||||18|cv6458.xml
||||0||||Analista Programador Sênior|||5|Master|Analista Programador Pleno, Analista Programador, Programador PHP||||9|cv37016.xml
||||||||Vigilante|||4|Bachelor|Cabo Infante Policial, Caixa||||18|cv15601.xml
|||||||BS Tecnologia|Analista de TI Pleno|||2|Vocational Education|Assistente Administrativo, Assistente de Faturamento||||17|cv18731.xml
||||0|||Tok&Stok (VBMC Consultores)|Consultora Interna|||5|Master|Consultora de Recursos Humanos Sr, Coordenadora de Recursos Humanos, Analista de Recursos Humanos||||14|cv37595.xml
|||||||Digital Soluções|Vendedor|||5|Master|Recepcionista, Vendedor, Vendedor, Secretario, Recepcionista, Caixa, Auxiliar Administrativo||||3|cv4920.xml
||||0|||Contec Contabilidade e Auditoria Ltda em DF|Analista de departamento de pessoal|||1|Secondary Education|Analista de departamento de pessoal, Gerente, Comercial, Vendas||||10|cv29720.xml
|||||||CTIS|Gestor do Contrato|||5|Master|Analista de Requisitos, Especialista de TI, Membro||||12|cv4992.xml
||||0|||Experience|Analista de Requisitos Sênior|||||Analista de Requisitos Sênior, Integrante do projeto SMART fase II, Analista de Requisitos||||9|cv22248.xml
|||||||Ilion Soluções em Internet|Desenvolvedor Java|||4|Bachelor|Técnico em telecomunicações, Técnico em telecomunicações, Representante Comercial||||18|cv11195.xml
||||0|||IESB|Analista de Sistemas|||||Analista de sistemas||||5|cv21265.xml
|||||||AMA - Associação de Amigos do Autista|Estagiária|||4|Bachelor|Estagiária||||4|cv5643.xml
|||||||EMBRAPA|Estágio - Suporte (Service Desk)|||4|Bachelor|||||2|cv6981.xml
|||||||CAST Group|Gerente de Projetos|||5|Master|Gerente de Projetos, Gerente de Projetos, de Sistema da Informação||||9|cv32879.xml
|||||||Politec / Anatel|Analista / Desenvolvedor|||4|Bachelor|Analista/ Desenvolvedor, Analista / Desenvolvedor, Analista / Desenvolvedor||||9|cv2471.xml
||||0|||Grupo Caixa Seguros||||4|Bachelor|||||16|cv14639.xml
|||||||Mais2X|Administrador de Banco de Dados Pleno|||4|Bachelor|Administrador de Banco de Dados, Assistente técnico em banco de dados, SUPORTE TÉCNICO||||6|cv12961.xml
|||||||Cast Informática|Analista de Sistemas Sênior|||5|Master|Analista de Sistemas Sênior, Líder de Projetos, Analista de Sistema Sênior||||17|cv6700.xml
|||||||o 7|Técnico de Desenvolvimento Humano na empresa Call|||5|Master|Técnico de Desenvolvimento Humano na empresa Call||||3|cv3394.xml
||||||||Arquiteto de Soluções, IOS Informática, Organização e Sistemas S.A|||4|Bachelor|Consultor técnico sênior, Aminut TI, Líder, Desenvolvedor Java Senior, DWL Tecnologia||||4|cv15947.xml
|||||||DPF|Administrador de Dados|||4|Bachelor|Administrador de Dados, Administrador de Dados, Analista de Sistemas||||19|cv10384.xml
|||||||Experience|DBA Sênior|||||DBA Sênior, Analista de Administração de Banco de Dados Pleno, Analista de Sistemas Júnior||||9|cv22065.xml
|||||||Aval Cotia Inspeções Veiculares Ltda|Inspetor Técnico|||4|Bachelor|Técnico de ADSL/FTTX/Técnico de Fibra Òptica júnior, Instalador, Auxiliar de Produção||||7|cv25696.xml
|||||||Universidade de Brasília|Bolsista de iniciação cientifica|||5|Master|Estagiário, Bolsista de iniciação cientifica||||2|cv27653.xml
||||0|||CONAB - Companhia Nacional do Abastecimento|Analista de Tecnologia da Informação|||5|Master|Consultor de Tecnologia, Arquiteto Desenvolvedor de Sistemas, Webmaster at CTIS||||13|cv664.xml
||||0|||Visão Administração e Serviços Profissionais - Correios e Telégrafos|Gerente de Suporte|||4|Bachelor|||||4|cv14915.xml
||||0|||"ESTAGIARIO | IBTI |"||||4|Bachelor|||||1|cv36813.xml
||||0|||TRIBUNAL DE JUSTICA DO DF TJDFT - Administrado pelo CIEE|área administrativa|||4|Bachelor||||||cv38987.xml
|||||||Instituto Federal de Goiás (IFG)||||4|Bachelor|||||1|cv5686.xml
||||0|||Grupo Empreza(OI/TIM) em DF|Assistente de Relatórios|||4|Bachelor|Assistente de Relatórios, Assistente, Assistente Tecnico||||11|cv29869.xml
|||||||Breve de Associação Implícita, Mestranda|Raissa|||4|Bachelor|||||2|cv12121.xml
|||||||Experience|Analista de Sistemas Sr.|||||Analista de Sistemas Sr., Analista Desenvolvedor JAVA C# .NET, Analista de Sistemas||||7|cv27051.xml
|||||||Spread Systems / Banco de Brasília|Analista de Sistema Pleno|||||Analista de Sistema Pleno II, Analista de Sistemas, Analista de Sistemas||||10|cv16150.xml
|||||||Governo do Distrito Federal, Brasília - DF|Diretoria de Requisitos e Teste de Software|||5|Master|Diretoria de Requisitos e Teste de Software, Gerencia de Suporte, Secretaria de Planejamento, Orçamento e||||7|cv11459.xml
||||0|||Full Stack Web Development Certification, Computer Software Engineering|Analista de Sistemas|||||Analista de Sistemas, Desenvolvedor, Analista de Sistemas||||7|cv25660.xml
|||||||Universidade São Judas Tadeu|Bacharel em Sistemas de Informação, Tecnologia e Ciências Exatas|||||Consultor .NET, Bacharel em Sistemas de Informação, Tecnologia e Ciências Exatas||||4|cv30744.xml
|||||||CTIS|Operador de Service Desk (Suporte de informática)|||4|Bachelor|F unção, F unção, Operador de Service Desk (Suporte de informática)||||6|cv5560.xml
||||0|||Trasportora giacchero em DF|Técnico de Segurança do Trabalho|||4|Bachelor|Técnico de Segurança do Trabalho, Estagiário de Engenharia de Segurança do Trabalho||||5|cv29496.xml
||||0|||||||2|Vocational Education||||||cv34615.xml
||||0|||CPqD|Analista Programador JAVA|||4|Bachelor|Programador Java, Analista de Suporte Senior||||5|cv38789.xml
||||0|||||||1|Secondary Education||||||cv19351.xml
|||||||CAPGEMINI/CEF|Administrador de Banco de Dados|||||Administrador de Banco de Dados, Administrador de Banco de Dados, Administrador de Banco de Dados||||15|cv3790.xml
||||||||Coord. Geral de Informática|||||Coord. Geral de Informática, Coordenador de TI, Gerente de TI||||31|cv33495.xml
||||0|||TCU- Tribunal de Contas da União|Estagiário Desenvolvedor de Sistemas em APEX|||4|Bachelor|Recepcionista, Estagiário Desenvolvedor de Sistemas em APEX||||4|cv38765.xml
|||||||Engesoftware|Analista de Requisitos|||||Assistente de Governança de TI, Analista de Requisitos, Estagiário||||4|cv34781.xml
|||||||Flex Contact Center|Analista Comercial|||1|Secondary Education|Analista de Monitoramento, Responsável de Marketing, Instrutor||||6|cv34215.xml
||||0|||Grupo NT|Diretor de Tecnologia e Desenvolvimento|||||Analista desenvolvimento SAP/Java Sênior, Analista de Sistemas Sênior, Analista de Sistemas Sênior / Projetista||||17|cv22717.xml
||||0|||Vendedor, Saraiva e Siciliano S.A em DF|Vendedora|||4|Bachelor|Vendedora responsável, Atendente Comercial, Recepcionista||||5|cv29382.xml
|||||||Projeto Independente|Auxiliar Técnico|||4|Bachelor|Auxiliar Técnico, Técnico de Informática, Técnico de ADSL.||||12|cv34025.xml
||||0|||Experience|Desenvolvedor Java Pleno|||||Desenvolvedor Java Junior, Programador de Sistemas, Programador Júnior||||10|cv23505.xml
|||||||Gestão de Projetos|Analista de Negócios|||||Analista de Negócios, Analista de Negócios, Analista de Negócios e Gestão de Equipe||||15|cv13059.xml
||||0||||||||||||||cv21891.xml
|||||||Compatibilização|Engenheiro Civil - Gerenciamento de Obras|||4|Bachelor|Engenheiro Civil - Gerenciamento de Obras, Departamento técnico, Coordenador||||6|cv15771.xml
|||||||Ministério da Saúde|Auxiliar Administrativo|||4|Bachelor|||||1|cv26470.xml
|||||||Defensoria Pública do Estado)|Analista Desenvolvedor Pleno II.|||4|Bachelor||||||cv13090.xml
|||||||SYNTAX Soluções em TI - freelance|Programador|||4|Bachelor|Programador, Analista de Sistemas, Programador||||7|cv2315.xml
||||0|||Experience|Pós-graduação em Desenvolvimento de Aplicações Web|||||Desenvolvedor, Estagiário, Pós-graduação em Desenvolvimento de Aplicações Web||||8|cv23085.xml
||||0|||TAM - Linhas aéreas Aeroporto Internacional de Brasília|Agente de aeroporto|||5|Master|Agente de aeroporto, Consultor Corporativo, Especialista em atendimento ao usuário||||10|cv20243.xml
|||||||GRUPO SPOT REPRESENTÇÕES LTDA|Auxiliar administrativa de planos de previdência complementar - Pessoa Física e Jurídica|||4|Bachelor|Estagiário em Telemarketing, Auxiliar Administrativa em Qualidade e Treinee em vendas, Auxiliar administrativa de planos de previdência complementar - Pessoa Física e Jurídica||||6|cv8514.xml
||||0|||Tarea Management|Analista de Requisitos|||||Analista de Requisitos, Analista de Requisitos, Estagiária||||8|cv22672.xml
||||0|||Exército Brasileiro|Primeiro Tenente|||||Analista de Sistemas, Programadora Java, Estagiária||||13|cv23185.xml
||||||||||||||||||cv10578.xml
|||||||Cast Informática em DF|Analista de Sistemas|||4|Bachelor|Analista de Sistemas, Programador JAVA||||10|cv29108.xml
|||||||RTM - ANBIMA|Account Manager|||5|Master|Account Manager, Account Manager||||6|cv6392.xml
|||||||Grupo954|Analista de Infraestrutura em TI.|||4|Bachelor|Técnico em Informática||||7|cv14132.xml
|||||||EISENMANN DO BRASIL|COORDENADOR DE TI|||4|Bachelor|COORDENADOR DE TI, coordenador, ANALISTA DE HOMOLOGAÇÃO||||16|cv33028.xml
|||||||Stefanini Consultoria e Assessoria em Informática|Consultor|||5|Master|||||0|cv33678.xml
|||||||Delp Engenharia Mecânica SA|Gerente Geral de Recursos Humanos|||5|Master|||||14|cv9492.xml
|||||||Ótica ponto de vista - Samambaia Norte|Assistente de vendas|||4|Bachelor||||||cv34697.xml
||||0|||YESHUA Tecnologia da Informação|Analista de Sistemas Java Sênior|||||Analista de Business Intelligence, Analista de Sistemas Java Sênior, Analista Desenvolvedor Java Sênior||||11|cv38852.xml
||||0|||Confederal Vigilância e Transporte de Valores LTDA|Auxiliar Operacional|||4|Bachelor|Auxiliar de Programação, Suporte Técnico|||||cv19963.xml
|||||||Develop|Analista de Testes|||5|Master|||||3|cv15200.xml
||||0|||Associação Brasileira - Brasilia, DF|Supervisor distrital|||||Supervisor distrital||||4|cv20564.xml
||||0|||ELISEU KOPP & CIA LTDA|Programador Java Junio|||||Programador Java Junio, Programador java, Técnico de Informática||||7|cv22350.xml
|||||||RA AMBIENTAL SANEAMENTO COM. E SERV. LTDA|Auxiliar Técnico em Informática|||4|Bachelor|||||1|cv34498.xml
|||||||Basis Informática|Implementador de Sistemas Web|||5|Master|Implementador de Sistemas Web, Implementador de Sistemas Web, Analista de Suporte de Rede||||8|cv33512.xml
|||||||Technical Analyst at GFT|Analista de Negócio|||||Analista de Negócio, Analista de sistemas, Programador sênior||||11|cv26844.xml
|||||||Quarta-feira|Analista de Testes e Qualidade de Software|||5|Master|||||1|cv32756.xml
||||0|||Goiânia ­ GO|Analista de Teste|||4|Bachelor|Analista de Suporte||||5|cv32935.xml
||||0|||Experience|Assistente de pesquisa|||||Assistente de pesquisa, Desenvolvedor Mobile, Estágio Desenvolvedor||||3|cv22348.xml
||||0|||Bacharel em Sistemas de Informação|Desenvolvedor de Software Pleno|||||desenvolvedor Java e atualmente, Desenvolvedor de Software Pleno, Desenvolvedor .NET||||7|cv22200.xml
|||||||QI Agência|Promotor de Vendas|||4|Bachelor|Promotor de Vendas||||2|cv3410.xml
|||||||Faculdades Integradas. Bacharel em Sistemas de Informações, Information Technology Upis - Faculdades Integradas|Gerente de Projeto|||||Gerente de Projeto, Analista de Qualidade, Analista de Teste||||7|cv33976.xml
|||||||MINISTÉRIO DA JUSTIÇA|Gerente de Projetos de TI|||4|Bachelor|Gerente de Projetos de TI, Gerente de Projetos - Sistemas, Gerente de Consultoria - TI e Segurança da Informação||||13|cv17421.xml
|||||||SOF - Scretaria de Orçamento Federal|Administrador de Dados|||4|Bachelor|Administrador de Dados, Analista de Sistemas, Desenvolvedor WEB||||10|cv2108.xml
||||||||||||||||||cv18159.xml
|||||||Hepta tecnologia e informática Ltda|Técnico de Suporte Nível 2|||4|Bachelor|Analista de Suporte Junior, Técnico de Suporte Pleno||||3|cv12844.xml
||||0|||ECT - Empresa Brasileira de Correios e Telégrafos|Estagiário|||4|Bachelor||||||cv19467.xml
||||0|||VC+|Desenvolvedor Android|||5|Master|Desenvolvedor Web, Desenvolvedor PHP, Programador Ruby||||9|cv37017.xml
||||0|||BT Call Center|Analista de Comunicação|||4|Bachelor|Consultor SAP módulo HR., Analista de teste júnior, Call Tecnologia e Serviços Setor Telemarketing||||5|cv15111.xml
|||||||Coopersystem - Cooperativa de Tecnologia|Analista de Requisitos|||4|Bachelor|Analista de Requisitos||||2|cv2293.xml
|||||||Dellta Informática Cruzeiro/DF|Técnico em Informática|||4|Bachelor|Técnico em Informática|||||cv12615.xml
|||||||Cast Group|Arquiteto de Sistemas|||2|Vocational Education|Analista Desenvolvedor Sênior, Analista Desenvolvedor Sênior, Analista Desenvolvedor Pleno||||10|cv12072.xml
|||||||B2Br|Supervisor Técnico|||4|Bachelor|Gestor de Problemas, Técnico de Suporte, Estagiário||||10|cv10152.xml
||||0|||Gitel Telecomunicações (Petrobras)|Engenheiro de Telecomunicações|||5|Master|Engenheiro de Telecomunicações, Engenheiro de Telecomunicações, Engenheiro de Telecomunicações||||15|cv18699.xml
|||||||CTIS IT Services|Analista de Estoque|||5|Master|Analista de Estoque, Analista, Soldado||||16|cv8569.xml
|||||||Central IT|Técnico de Suporte TI|||4|Bachelor|Teleoperador, Auxiliar Administrativo||||6|cv10083.xml
|||||||TELEDATA - TECNOLOGIA EM CONECTIVIDADE|Analista de projeto|||4|Bachelor|Gerente de projeto, Analista de Processos / Requisitos, Assistente de Gestão||||14|cv19429.xml
||||0||||Gerente de Tecnologia|||5|Master|Especialista em Infraestrutura, Supervisor de Segurança de Tecnologia, Gerente de Tecnologia||||17|cv38737.xml
||||0|||JB Construtora LTDA. Senado Federal - Unidade de Apoio I|Auxiliar de Engenharia|||4|Bachelor|Auxiliar de arquivo, Auxiliar de Engenharia, Auxiliar de Engenharia||||8|cv36289.xml
