LanguageProficiencyCode|LanguageProficiencyCodeDescription|LanguageSkillCode|LanguageSkillCodeDescription|id
||||cv33274.xml
||||cv37283.xml
||||cv38349.xml
||||cv38241.xml
||||cv8101.xml
||||cv21148.xml
||||cv15913.xml
||||cv12131.xml
||PT|Portuguese|cv1959.xml
||EN|English|cv1959.xml
3|Intermediate|EN|English|cv10509.xml
6|Native|PT|Portuguese|cv29424.xml
||EN|English|cv5238.xml
2|Basic Knowledge|ES|Spanish|cv5238.xml
||||cv21387.xml
2|Basic Knowledge|EN|English|cv24296.xml
2|Basic Knowledge|ES|Spanish|cv24296.xml
2|Basic Knowledge|EN|English|cv14431.xml
5|Near Native|EN|English|cv23289.xml
3|Intermediate|EN|English|cv948.xml
||||cv26846.xml
3|Intermediate|EN|English|cv34327.xml
5|Near Native|EN|English|cv6059.xml
3|Intermediate|ES|Spanish|cv6059.xml
||||cv7166.xml
||||cv34258.xml
||||cv26282.xml
||||cv38184.xml
4|Advanced|EN|English|cv4109.xml
3|Intermediate|FR|French|cv24145.xml
||EN|English|cv24145.xml
4|Advanced|EN|English|cv5123.xml
||EN|English|cv26861.xml
||||cv35123.xml
4|Advanced|EN|English|cv36657.xml
||ES|Spanish|cv7554.xml
||EN|English|cv3452.xml
6|Native|EN|English|cv33300.xml
4|Advanced|EN|English|cv9542.xml
||||cv15605.xml
||||cv2182.xml
4|Advanced|EN|English|cv15597.xml
||ES|Spanish|cv15597.xml
||IT|Italian|cv15597.xml
||||cv2809.xml
3|Intermediate|EN|English|cv37792.xml
||||cv6144.xml
||||cv22458.xml
2|Basic Knowledge|EN|English|cv33505.xml
4|Advanced|ES|Spanish|cv33505.xml
3|Intermediate|ES|Spanish|cv3219.xml
3|Intermediate|EN|English|cv3219.xml
||EN|English|cv14934.xml
||PT|Portuguese|cv14934.xml
||AR|Arabic|cv14934.xml
4|Advanced|EN|English|cv29997.xml
3|Intermediate|EN|English|cv1083.xml
||ES|Spanish|cv1083.xml
||||cv22286.xml
||||cv27668.xml
||EN|English|cv14302.xml
3|Intermediate|EN|English|cv6077.xml
||||cv15202.xml
||||cv26812.xml
||EN|English|cv15675.xml
3|Intermediate|EN|English|cv3831.xml
2|Basic Knowledge|ES|Spanish|cv3831.xml
3|Intermediate|EN|English|cv27126.xml
||ES|Spanish|cv27126.xml
6|Native|PT|Portuguese|cv29036.xml
2|Basic Knowledge|EN|English|cv29036.xml
||||cv33118.xml
3|Intermediate|EN|English|cv12230.xml
||||cv1876.xml
||||cv9584.xml
3|Intermediate|EN|English|cv33924.xml
4|Advanced|EN|English|cv34002.xml
3|Intermediate|ES|Spanish|cv34002.xml
5|Near Native|EN|English|cv1807.xml
6|Native|PT|Portuguese|cv29686.xml
6|Native|AR|Arabic|cv29686.xml
4|Advanced|EN|English|cv29686.xml
3|Intermediate|ES|Spanish|cv29686.xml
6|Native|UR|Urdu|cv29686.xml
2|Basic Knowledge|EN|English|cv34024.xml
3|Intermediate|EN|English|cv14659.xml
4|Advanced|PT|Portuguese|cv6754.xml
2|Basic Knowledge|ES|Spanish|cv6754.xml
2|Basic Knowledge|EN|English|cv6754.xml
||||cv14043.xml
||||cv11697.xml
||||cv6501.xml
||||cv9185.xml
3|Intermediate|EN|English|cv20110.xml
3|Intermediate|EN|English|cv12782.xml
||||cv9845.xml
||||cv10524.xml
||||cv9259.xml
4|Advanced|EN|English|cv2963.xml
3|Intermediate|EN|English|cv18588.xml
2|Basic Knowledge|EN|English|cv38240.xml
2|Basic Knowledge|EN|English|cv3521.xml
||||cv33182.xml
||||cv24153.xml
||||cv35323.xml
2|Basic Knowledge|EN|English|cv2685.xml
||||cv6295.xml
||EN|English|cv5371.xml
4|Advanced|EN|English|cv33069.xml
||EN|English|cv10826.xml
6|Native|PT|Portuguese|cv29240.xml
2|Basic Knowledge|EN|English|cv29240.xml
||||cv7419.xml
||||cv36139.xml
||EN|English|cv17328.xml
2|Basic Knowledge|ES|Spanish|cv29824.xml
3|Intermediate|EN|English|cv29824.xml
6|Native|PT|Portuguese|cv29824.xml
||||cv36784.xml
4|Advanced|ES|Spanish|cv3937.xml
4|Advanced|EN|English|cv3937.xml
||EN|English|cv24396.xml
5|Near Native|EN|English|cv12661.xml
||ES|Spanish|cv12661.xml
||FR|French|cv12661.xml
||||cv22800.xml
4|Advanced|EN|English|cv33837.xml
2|Basic Knowledge|FR|French|cv33837.xml
||||cv15633.xml
4|Advanced|EN|English|cv3592.xml
4|Advanced|FR|French|cv3592.xml
4|Advanced|ES|Spanish|cv3592.xml
||||cv37417.xml
4|Advanced|ES|Spanish|cv14805.xml
4|Advanced|EN|English|cv14805.xml
5|Near Native|EN|English|cv5437.xml
2|Basic Knowledge|ES|Spanish|cv5437.xml
||||cv21760.xml
2|Basic Knowledge|EN|English|cv14171.xml
5|Near Native|EN|English|cv26391.xml
3|Intermediate|ES|Spanish|cv26391.xml
6|Native|PT|Portuguese|cv26391.xml
2|Basic Knowledge|FR|French|cv26391.xml
||EN|English|cv14358.xml
||||cv22337.xml
||EN|English|cv15772.xml
||||cv6168.xml
||||cv12461.xml
5|Near Native|EN|English|cv15825.xml
3|Intermediate|EN|English|cv34621.xml
||||cv37386.xml
4|Advanced|EN|English|cv19528.xml
2|Basic Knowledge|ES|Spanish|cv19528.xml
4|Advanced|EN|English|cv26482.xml
||||cv37405.xml
3|Intermediate|EN|English|cv33207.xml
||ES|Spanish|cv33207.xml
||||cv5058.xml
||||cv8748.xml
||||cv21240.xml
||||cv32813.xml
4|Advanced|EN|English|cv32619.xml
3|Intermediate|EN|English|cv36585.xml
3|Intermediate|ES|Spanish|cv36585.xml
||||cv2723.xml
||||cv37886.xml
||||cv9625.xml
||||cv13107.xml
||||cv12377.xml
||||cv39106.xml
||EN|English|cv35267.xml
6|Native|PT|Portuguese|cv29733.xml
2|Basic Knowledge|EN|English|cv29733.xml
||||cv30104.xml
||||cv1223.xml
3|Intermediate|EN|English|cv38259.xml
||ES|Spanish|cv9233.xml
||EN|English|cv9233.xml
4|Advanced|ES|Spanish|cv13923.xml
4|Advanced|EN|English|cv13923.xml
||||cv21876.xml
6|Native|PT|Portuguese|cv29005.xml
2|Basic Knowledge|EN|English|cv29005.xml
3|Intermediate|EN|English|cv24102.xml
||||cv30403.xml
6|Native|PT|Portuguese|cv29920.xml
2|Basic Knowledge|EN|English|cv29920.xml
||||cv6043.xml
||||cv8387.xml
||EN|English|cv11495.xml
||||cv9217.xml
5|Near Native|EN|English|cv10399.xml
4|Advanced|ES|Spanish|cv10399.xml
||IT|Italian|cv10399.xml
||||cv20061.xml
||||cv22682.xml
||EN|English|cv12406.xml
3|Intermediate|EN|English|cv24100.xml
3|Intermediate|EN|English|cv28894.xml
2|Basic Knowledge|ES|Spanish|cv28894.xml
2|Basic Knowledge|EN|English|cv15151.xml
||||cv33657.xml
||||cv33945.xml
2|Basic Knowledge|EN|English|cv29566.xml
6|Native|PT|Portuguese|cv29566.xml
||||cv21931.xml
||||cv19646.xml
6|Native|PT|Portuguese|cv29465.xml
||||cv16164.xml
||EN|English|cv16124.xml
3|Intermediate|EN|English|cv17850.xml
||||cv20969.xml
||||cv37171.xml
2|Basic Knowledge|EN|English|cv36412.xml
2|Basic Knowledge|ES|Spanish|cv36412.xml
||||cv36477.xml
||||cv21961.xml
||EN|English|cv36660.xml
2|Basic Knowledge|EN|English|cv28911.xml
6|Native|PT|Portuguese|cv28911.xml
2|Basic Knowledge|EN|English|cv14801.xml
||||cv21532.xml
||GA|Irish|cv37152.xml
5|Near Native|EN|English|cv37152.xml
4|Advanced|PT|Portuguese|cv37152.xml
4|Advanced|ES|Spanish|cv20540.xml
3|Intermediate|EN|English|cv20540.xml
2|Basic Knowledge|FR|French|cv20540.xml
||EN|English|cv14005.xml
||||cv32771.xml
||||cv25593.xml
5|Near Native|EN|English|cv34060.xml
2|Basic Knowledge|EN|English|cv20019.xml
||||cv11419.xml
3|Intermediate|EN|English|cv20126.xml
3|Intermediate|ES|Spanish|cv20126.xml
||||cv5699.xml
||EN|English|cv22118.xml
||ES|Spanish|cv22118.xml
||EN|English|cv18200.xml
||EN|English|cv1885.xml
||||cv20728.xml
3|Intermediate|EN|English|cv2474.xml
||||cv22861.xml
3|Intermediate|EN|English|cv12947.xml
||ES|Spanish|cv12947.xml
||||cv9657.xml
||||cv26081.xml
||||cv21849.xml
3|Intermediate|EN|English|cv20232.xml
2|Basic Knowledge|ES|Spanish|cv20232.xml
4|Advanced|EN|English|cv12483.xml
6|Native|PT|Portuguese|cv21082.xml
4|Advanced|EN|English|cv21082.xml
||EN|English|cv3754.xml
||||cv11098.xml
||||cv2349.xml
3|Intermediate|EN|English|cv4198.xml
||||cv38135.xml
6|Native|DE|German|cv34653.xml
4|Advanced|EN|English|cv34653.xml
||||cv15532.xml
3|Intermediate|EN|English|cv20200.xml
4|Advanced|EN|English|cv34630.xml
2|Basic Knowledge|JA|japanese|cv34630.xml
||EN|English|cv1910.xml
2|Basic Knowledge|EN|English|cv38126.xml
2|Basic Knowledge|ES|Spanish|cv38126.xml
4|Advanced|EN|English|cv19727.xml
||||cv12161.xml
4|Advanced|EN|English|cv685.xml
3|Intermediate|ES|Spanish|cv6192.xml
2|Basic Knowledge|EN|English|cv6192.xml
6|Native|PT|Portuguese|cv6192.xml
||||cv18322.xml
4|Advanced|EN|English|cv17470.xml
3|Intermediate|EN|English|cv1257.xml
||EN|English|cv27676.xml
||ES|Spanish|cv11274.xml
||EN|English|cv11274.xml
3|Intermediate|HI|Hindi|cv37165.xml
3|Intermediate|EN|English|cv37165.xml
3|Intermediate|EN|English|cv12895.xml
||ES|Spanish|cv12895.xml
5|Near Native|EN|English|cv33636.xml
||ES|Spanish|cv33636.xml
||||cv3885.xml
||||cv7898.xml
||||cv20325.xml
||||cv30893.xml
||||cv36740.xml
5|Near Native|PT|Portuguese|cv39407.xml
3|Intermediate|EN|English|cv39407.xml
5|Near Native|ES|Spanish|cv39407.xml
3|Intermediate|EN|English|cv19516.xml
2|Basic Knowledge|EN|English|cv33029.xml
3|Intermediate|JA|japanese|cv33029.xml
3|Intermediate|EN|English|cv8961.xml
4|Advanced|EN|English|cv1630.xml
3|Intermediate|EN|English|cv19452.xml
2|Basic Knowledge|ES|Spanish|cv19452.xml
6|Native|PT|Portuguese|cv29330.xml
||||cv12501.xml
||EN|English|cv1135.xml
||||cv38292.xml
2|Basic Knowledge|EN|English|cv4034.xml
||||cv8466.xml
6|Native|PT|Portuguese|cv20746.xml
3|Intermediate|EN|English|cv20746.xml
2|Basic Knowledge|EN|English|cv14964.xml
||EN|English|cv16148.xml
2|Basic Knowledge|EN|English|cv18500.xml
3|Intermediate|EN|English|cv36655.xml
6|Native|PT|Portuguese|cv29282.xml
||||cv30529.xml
||||cv25828.xml
||||cv18770.xml
||||cv33083.xml
||||cv24318.xml
3|Intermediate|EN|English|cv34984.xml
2|Basic Knowledge|DE|German|cv34984.xml
2|Basic Knowledge|ES|Spanish|cv34984.xml
||EN|English|cv33816.xml
||||cv33917.xml
||||cv20553.xml
||EN|English|cv19257.xml
3|Intermediate|EN|English|cv27712.xml
||EN|English|cv5603.xml
6|Native|PT|Portuguese|cv29361.xml
2|Basic Knowledge|EN|English|cv29361.xml
||||cv12787.xml
||EN|English|cv9307.xml
||||cv7003.xml
||||cv9089.xml
2|Basic Knowledge|EN|English|cv8507.xml
2|Basic Knowledge|ES|Spanish|cv8507.xml
||||cv18900.xml
||||cv26820.xml
||||cv19235.xml
||||cv36489.xml
3|Intermediate|EN|English|cv2631.xml
2|Basic Knowledge|ES|Spanish|cv2631.xml
4|Advanced|EN|English|cv21110.xml
||||cv26238.xml
4|Advanced|EN|English|cv31213.xml
||ES|Spanish|cv31213.xml
4|Advanced|EN|English|cv23357.xml
2|Basic Knowledge|EN|English|cv4302.xml
2|Basic Knowledge|EN|English|cv5139.xml
||ES|Spanish|cv34623.xml
||EN|English|cv34623.xml
||||cv11223.xml
3|Intermediate|EN|English|cv34216.xml
||EN|English|cv12986.xml
||ES|Spanish|cv12986.xml
||||cv22053.xml
||EN|English|cv34193.xml
5|Near Native|ES|Spanish|cv34193.xml
3|Intermediate|EN|English|cv34193.xml
2|Basic Knowledge|FR|French|cv34193.xml
3|Intermediate|EN|English|cv11278.xml
||||cv33410.xml
||||cv19902.xml
3|Intermediate|EN|English|cv7996.xml
2|Basic Knowledge|ES|Spanish|cv7996.xml
2|Basic Knowledge|DE|German|cv7996.xml
||||cv23066.xml
||||cv11589.xml
4|Advanced|EN|English|cv17401.xml
||||cv6729.xml
2|Basic Knowledge|EN|English|cv38000.xml
2|Basic Knowledge|ES|Spanish|cv38000.xml
||||cv25763.xml
||||cv8602.xml
5|Near Native|EN|English|cv12113.xml
5|Near Native|PT|Portuguese|cv206.xml
4|Advanced|FR|French|cv206.xml
4|Advanced|EN|English|cv206.xml
2|Basic Knowledge|ES|Spanish|cv206.xml
||||cv23179.xml
||EN|English|cv12644.xml
3|Intermediate|EN|English|cv2850.xml
2|Basic Knowledge|ES|Spanish|cv2850.xml
||||cv21318.xml
||||cv2024.xml
||||cv22466.xml
||||cv30809.xml
3|Intermediate|EN|English|cv37536.xml
||||cv22444.xml
||EN|English|cv25858.xml
||||cv20960.xml
3|Intermediate|ES|Spanish|cv29376.xml
6|Native|EN|English|cv29376.xml
4|Advanced|PT|Portuguese|cv29376.xml
2|Basic Knowledge|FR|French|cv29376.xml
3|Intermediate|EN|English|cv15549.xml
6|Native|PT|Portuguese|cv29702.xml
3|Intermediate|EN|English|cv29702.xml
||EN|English|cv17751.xml
||||cv36776.xml
||||cv5808.xml
||||cv11540.xml
5|Near Native|PT|Portuguese|cv7962.xml
3|Intermediate|EN|English|cv7962.xml
2|Basic Knowledge|||cv22306.xml
||||cv22211.xml
3|Intermediate|EN|English|cv36339.xml
||||cv33646.xml
||||cv18052.xml
4|Advanced|ES|Spanish|cv10963.xml
4|Advanced|EN|English|cv10963.xml
||||cv35250.xml
||EN|English|cv9826.xml
2|Basic Knowledge|MS|Malay|cv9826.xml
6|Native|PT|Portuguese|cv28954.xml
3|Intermediate|EN|English|cv28954.xml
6|Native|PT|Portuguese|cv29407.xml
2|Basic Knowledge|ES|Spanish|cv29407.xml
||||cv27561.xml
3|Intermediate|EN|English|cv1537.xml
3|Intermediate|ES|Spanish|cv1537.xml
3|Intermediate|EN|English|cv27078.xml
||||cv21446.xml
||||cv6345.xml
3|Intermediate|EN|English|cv7314.xml
2|Basic Knowledge|ES|Spanish|cv7314.xml
4|Advanced|||cv7314.xml
6|Native|PT|Portuguese|cv29252.xml
2|Basic Knowledge|EN|English|cv21096.xml
6|Native|PT|Portuguese|cv29783.xml
3|Intermediate|EN|English|cv29783.xml
||||cv38594.xml
6|Native|PT|Portuguese|cv27114.xml
3|Intermediate|EN|English|cv7802.xml
||||cv23191.xml
||||cv3702.xml
4|Advanced|EN|English|cv17377.xml
||||cv22280.xml
||||cv33310.xml
||||cv11256.xml
3|Intermediate|EN|English|cv11080.xml
4|Advanced|EN|English|cv37272.xml
3|Intermediate|EN|English|cv25706.xml
4|Advanced|EN|English|cv15731.xml
3|Intermediate|ES|Spanish|cv15731.xml
||||cv21798.xml
||||cv11719.xml
||EN|English|cv37887.xml
2|Basic Knowledge|EN|English|cv29535.xml
6|Native|PT|Portuguese|cv29535.xml
3|Intermediate|EN|English|cv6543.xml
||||cv26827.xml
2|Basic Knowledge|EN|English|cv10899.xml
||||cv9708.xml
4|Advanced|EN|English|cv13925.xml
4|Advanced|EN|English|cv4739.xml
||||cv30806.xml
4|Advanced|EN|English|cv20841.xml
||||cv23978.xml
3|Intermediate|ES|Spanish|cv9599.xml
6|Native|PT|Portuguese|cv29870.xml
3|Intermediate|EN|English|cv29870.xml
2|Basic Knowledge|ES|Spanish|cv29870.xml
||EN|English|cv34429.xml
3|Intermediate|ES|Spanish|cv34429.xml
||||cv38498.xml
||||cv875.xml
||||cv22586.xml
6|Native|PT|Portuguese|cv29174.xml
2|Basic Knowledge|EN|English|cv29174.xml
||||cv1658.xml
||ES|Spanish|cv5121.xml
4|Advanced|EN|English|cv5121.xml
||IT|Italian|cv5121.xml
4|Advanced|EN|English|cv37428.xml
||||cv3626.xml
4|Advanced|EN|English|cv38916.xml
3|Intermediate|ES|Spanish|cv38916.xml
3|Intermediate|EN|English|cv5532.xml
2|Basic Knowledge|ES|Spanish|cv5532.xml
3|Intermediate|EN|English|cv14215.xml
2|Basic Knowledge|ES|Spanish|cv14215.xml
||||cv11554.xml
||EN|English|cv18990.xml
||||cv19835.xml
||||cv37453.xml
||||cv9422.xml
3|Intermediate|EN|English|cv17734.xml
||||cv36516.xml
||EN|English|cv27021.xml
||EN|English|cv26486.xml
||ES|Spanish|cv26486.xml
||EN|English|cv26888.xml
||||cv14527.xml
||||cv4155.xml
4|Advanced|EN|English|cv5653.xml
3|Intermediate|FR|French|cv5653.xml
4|Advanced|EN|English|cv17286.xml
2|Basic Knowledge|ES|Spanish|cv17286.xml
5|Near Native|EN|English|cv304.xml
||EN|English|cv12323.xml
3|Intermediate|ES|Spanish|cv12323.xml
||EN|English|cv26962.xml
||||cv15278.xml
||||cv22305.xml
||||cv38889.xml
||||cv12776.xml
||EN|English|cv15429.xml
||FR|French|cv15429.xml
3|Intermediate|EN|English|cv37581.xml
||||cv9940.xml
||ES|Spanish|cv27372.xml
||||cv12450.xml
2|Basic Knowledge|EN|English|cv6622.xml
2|Basic Knowledge|EN|English|cv38105.xml
3|Intermediate|EN|English|cv36853.xml
3|Intermediate|ES|Spanish|cv36853.xml
||||cv18587.xml
||EN|English|cv5081.xml
||||cv22403.xml
6|Native|PT|Portuguese|cv14623.xml
||EN|English|cv14623.xml
||EN|English|cv1479.xml
5|Near Native|EN|English|cv20149.xml
2|Basic Knowledge|ES|Spanish|cv20149.xml
||||cv27339.xml
||||cv25536.xml
||||cv12912.xml
||||cv4799.xml
||||cv25783.xml
||||cv27304.xml
||||cv465.xml
||||cv31577.xml
||||cv35365.xml
3|Intermediate|EN|English|cv37230.xml
3|Intermediate|EN|English|cv1682.xml
3|Intermediate|EN|English|cv29562.xml
6|Native|PT|Portuguese|cv29562.xml
||||cv26767.xml
3|Intermediate|EN|English|cv30013.xml
3|Intermediate|ES|Spanish|cv30013.xml
4|Advanced|EN|English|cv20052.xml
3|Intermediate|FR|French|cv20052.xml
3|Intermediate|EN|English|cv9871.xml
||||cv3806.xml
3|Intermediate|EN|English|cv15297.xml
5|Near Native|EN|English|cv33818.xml
6|Native|PT|Portuguese|cv33818.xml
||EN|English|cv36248.xml
||||cv12650.xml
||||cv14691.xml
||EN|English|cv32959.xml
||ES|Spanish|cv32959.xml
3|Intermediate|EN|English|cv6400.xml
3|Intermediate|EN|English|cv35024.xml
||EN|English|cv5295.xml
||EN|English|cv33080.xml
||||cv21228.xml
||||cv18189.xml
2|Basic Knowledge|EN|English|cv19453.xml
||||cv16131.xml
4|Advanced|EN|English|cv5348.xml
4|Advanced|EN|English|cv30714.xml
||TW|Twi|cv30714.xml
||||cv25498.xml
||||cv9368.xml
3|Intermediate|EN|English|cv18813.xml
4|Advanced|EN|English|cv6431.xml
||ES|Spanish|cv26973.xml
4|Advanced|EN|English|cv1942.xml
4|Advanced|ES|Spanish|cv1942.xml
||||cv16084.xml
||||cv32867.xml
6|Native|PT|Portuguese|cv29227.xml
4|Advanced|EN|English|cv34666.xml
2|Basic Knowledge|ES|Spanish|cv34666.xml
||||cv23151.xml
||PT|Portuguese|cv1728.xml
||EN|English|cv1728.xml
6|Native|PT|Portuguese|cv29156.xml
2|Basic Knowledge|EN|English|cv29156.xml
||||cv33794.xml
3|Intermediate|EN|English|cv12863.xml
3|Intermediate|EN|English|cv29621.xml
6|Native|PT|Portuguese|cv29621.xml
4|Advanced|ES|Spanish|cv29621.xml
6|Native|PT|Portuguese|cv29099.xml
3|Intermediate|EN|English|cv27775.xml
||||cv15576.xml
||||cv22710.xml
||||cv38870.xml
3|Intermediate|EN|English|cv1575.xml
||||cv27355.xml
2|Basic Knowledge|EN|English|cv37647.xml
2|Basic Knowledge|ES|Spanish|cv37647.xml
||||cv18006.xml
||||cv10943.xml
||||cv24149.xml
||||cv35241.xml
||||cv7400.xml
||||cv30712.xml
||ES|Spanish|cv37991.xml
||EN|English|cv37991.xml
||TW|Twi|cv37991.xml
3|Intermediate|EN|English|cv34803.xml
3|Intermediate|ES|Spanish|cv34803.xml
3|Intermediate|EN|English|cv8225.xml
||ES|Spanish|cv8225.xml
||||cv22565.xml
4|Advanced|EN|English|cv2236.xml
2|Basic Knowledge|ES|Spanish|cv2236.xml
||EN|English|cv10801.xml
||ES|Spanish|cv10801.xml
||PT|Portuguese|cv10801.xml
||FR|French|cv10801.xml
||||cv10801.xml
||||cv14367.xml
||||cv21161.xml
||||cv21459.xml
||||cv34652.xml
||||cv8578.xml
5|Near Native|ES|Spanish|cv4722.xml
5|Near Native|PT|Portuguese|cv4722.xml
4|Advanced|EN|English|cv4722.xml
2|Basic Knowledge|IT|Italian|cv4722.xml
||||cv2213.xml
||||cv22731.xml
||||cv3850.xml
||||cv14792.xml
||||cv855.xml
2|Basic Knowledge|EN|English|cv5647.xml
||||cv25622.xml
4|Advanced|EN|English|cv12313.xml
||ES|Spanish|cv12313.xml
||DE|German|cv12313.xml
2|Basic Knowledge|||cv2572.xml
4|Advanced|||cv2572.xml
4|Advanced|EN|English|cv2572.xml
2|Basic Knowledge|ES|Spanish|cv2572.xml
||||cv25558.xml
||||cv20514.xml
6|Native|PT|Portuguese|cv29126.xml
2|Basic Knowledge|EN|English|cv29126.xml
3|Intermediate|EN|English|cv16227.xml
||||cv36469.xml
||||cv36943.xml
||EL|Greek|cv31224.xml
||EN|English|cv35192.xml
||PT|Portuguese|cv13718.xml
||EN|English|cv13718.xml
||||cv24127.xml
||||cv31499.xml
||EN|English|cv36816.xml
||EN|English|cv37640.xml
||||cv30442.xml
3|Intermediate|ES|Spanish|cv11918.xml
3|Intermediate|EN|English|cv11918.xml
3|Intermediate|ES|Spanish|cv27473.xml
||||cv10435.xml
||||cv36769.xml
3|Intermediate|EN|English|cv13048.xml
3|Intermediate|ES|Spanish|cv13048.xml
||EN|English|cv24293.xml
||||cv11377.xml
4|Advanced|EN|English|cv17301.xml
||ES|Spanish|cv17301.xml
||||cv38375.xml
||||cv21182.xml
||||cv17744.xml
||EN|English|cv18553.xml
2|Basic Knowledge|ES|Spanish|cv18553.xml
||||cv17620.xml
3|Intermediate|ES|Spanish|cv15389.xml
3|Intermediate|EN|English|cv15389.xml
5|Near Native|EN|English|cv4499.xml
||EN|English|cv34550.xml
||ES|Spanish|cv34550.xml
||||cv22634.xml
||||cv34668.xml
||||cv8524.xml
||||cv37348.xml
3|Intermediate|EN|English|cv10780.xml
||||cv14721.xml
||||cv22623.xml
2|Basic Knowledge|EN|English|cv32883.xml
3|Intermediate|ES|Spanish|cv32883.xml
||||cv34252.xml
||||cv22573.xml
3|Intermediate|EN|English|cv12445.xml
||ES|Spanish|cv12445.xml
4|Advanced|EN|English|cv33027.xml
||||cv33844.xml
6|Native|EN|English|cv4319.xml
2|Basic Knowledge|ES|Spanish|cv4319.xml
6|Native|PT|Portuguese|cv29856.xml
3|Intermediate|EN|English|cv29856.xml
3|Intermediate|EN|English|cv9206.xml
3|Intermediate|EN|English|cv11402.xml
||||cv21676.xml
4|Advanced|EN|English|cv15121.xml
3|Intermediate|EN|English|cv12918.xml
||ES|Spanish|cv12918.xml
||EN|English|cv1583.xml
4|Advanced|ES|Spanish|cv1583.xml
||EN|English|cv14619.xml
||||cv34565.xml
||||cv36376.xml
||EN|English|cv8020.xml
4|Advanced|EN|English|cv2113.xml
3|Intermediate|EN|English|cv5009.xml
||||cv27508.xml
||||cv2462.xml
6|Native|PT|Portuguese|cv29881.xml
4|Advanced|EN|English|cv7115.xml
3|Intermediate|EN|English|cv15604.xml
||||cv22228.xml
3|Intermediate|EN|English|cv2362.xml
||ES|Spanish|cv2362.xml
6|Native|PT|Portuguese|cv29243.xml
4|Advanced|EN|English|cv2004.xml
3|Intermediate|ES|Spanish|cv2004.xml
||EN|English|cv37808.xml
||||cv25670.xml
||||cv1502.xml
2|Basic Knowledge|EN|English|cv9510.xml
3|Intermediate|EN|English|cv19808.xml
||||cv34641.xml
||EN|English|cv12679.xml
||||cv26881.xml
2|Basic Knowledge|EN|English|cv5065.xml
6|Native|PT|Portuguese|cv28977.xml
2|Basic Knowledge|ES|Spanish|cv28977.xml
2|Basic Knowledge|EN|English|cv28977.xml
||||cv33047.xml
||||cv4719.xml
||||cv12458.xml
2|Basic Knowledge|EN|English|cv15190.xml
||ES|Spanish|cv15190.xml
2|Basic Knowledge|EN|English|cv26411.xml
||TW|Twi|cv26411.xml
||EN|English|cv5164.xml
4|Advanced|EN|English|cv22447.xml
||||cv13712.xml
||||cv12598.xml
||EN|English|cv33245.xml
5|Near Native|ES|Spanish|cv33245.xml
5|Near Native|PT|Portuguese|cv33245.xml
2|Basic Knowledge|EN|English|cv9541.xml
||||cv22177.xml
||EN|English|cv35346.xml
||ES|Spanish|cv35346.xml
||||cv34178.xml
||||cv21697.xml
||||cv28902.xml
||||cv13091.xml
||EN|English|cv9836.xml
||||cv59.xml
||||cv23203.xml
3|Intermediate|EN|English|cv1973.xml
||||cv9229.xml
||||cv34295.xml
||||cv25376.xml
||||cv17736.xml
||||cv38634.xml
||||cv33420.xml
||||cv17879.xml
4|Advanced|EN|English|cv14674.xml
||||cv10119.xml
||EN|English|cv12112.xml
||EN|English|cv25425.xml
||||cv20002.xml
3|Intermediate|EN|English|cv33599.xml
||PT|Portuguese|cv33599.xml
4|Advanced|EN|English|cv14541.xml
2|Basic Knowledge|ES|Spanish|cv14541.xml
||||cv33104.xml
||||cv23068.xml
3|Intermediate|EN|English|cv27690.xml
2|Basic Knowledge|ES|Spanish|cv27690.xml
||||cv20281.xml
||||cv22454.xml
||||cv22784.xml
6|Native|PT|Portuguese|cv39159.xml
||EN|English|cv39159.xml
4|Advanced|ES|Spanish|cv39159.xml
||EN|English|cv2851.xml
||ES|Spanish|cv2851.xml
4|Advanced|EN|English|cv12797.xml
||EN|English|cv15251.xml
||LU|Luba-Katanga|cv15251.xml
2|Basic Knowledge|EN|English|cv8284.xml
4|Advanced|EN|English|cv27071.xml
||ES|Spanish|cv27071.xml
||||cv37798.xml
||||cv1569.xml
3|Intermediate|EN|English|cv24421.xml
3|Intermediate|EN|English|cv26472.xml
||||cv8769.xml
||||cv19180.xml
||||cv31257.xml
4|Advanced|EN|English|cv36433.xml
3|Intermediate|ES|Spanish|cv36433.xml
3|Intermediate|DE|German|cv36433.xml
||EN|English|cv134.xml
||EN|English|cv15669.xml
3|Intermediate|ES|Spanish|cv15669.xml
3|Intermediate|EN|English|cv37924.xml
||||cv36922.xml
3|Intermediate|EN|English|cv5109.xml
||||cv1347.xml
||||cv16061.xml
3|Intermediate|EN|English|cv36435.xml
||||cv33204.xml
||||cv34523.xml
3|Intermediate|EN|English|cv1303.xml
3|Intermediate|ES|Spanish|cv1303.xml
||EN|English|cv7711.xml
||||cv38104.xml
||EN|English|cv33566.xml
||EN|English|cv8013.xml
||ES|Spanish|cv8013.xml
4|Advanced|EN|English|cv2440.xml
3|Intermediate|EN|English|cv2893.xml
||||cv11324.xml
||||cv10084.xml
||||cv27521.xml
||||cv9170.xml
2|Basic Knowledge|EN|English|cv29589.xml
6|Native|PT|Portuguese|cv29589.xml
4|Advanced|ES|Spanish|cv29589.xml
||||cv33643.xml
||||cv8835.xml
||EN|English|cv9543.xml
3|Intermediate|EN|English|cv14048.xml
||||cv34739.xml
||||cv11398.xml
6|Native|PT|Portuguese|cv29155.xml
