id,schoolorinstitution_degree_comments,schoolorinstitution_degree_datesofattendance_enddate_anydate,schoolorinstitution_degree_datesofattendance_enddate_stringdate,schoolorinstitution_degree_datesofattendance_enddate_year,schoolorinstitution_degree_datesofattendance_enddate_yearmonth,schoolorinstitution_degree_datesofattendance_startdate_anydate,schoolorinstitution_degree_datesofattendance_startdate_year,schoolorinstitution_degree_datesofattendance_startdate_yearmonth,schoolorinstitution_degree_degreedate_anydate,schoolorinstitution_degree_degreedate_year,schoolorinstitution_degree_degreedate_yearmonth,schoolorinstitution_degree_degreemajor_name,schoolorinstitution_degree_degreemeasure_educationalmeasure_measuresystem,schoolorinstitution_degree_degreemeasure_educationalmeasure_measurevalue_stringvalue,schoolorinstitution_degree_degreeminor_name,schoolorinstitution_degree_degreename,schoolorinstitution_degree_userarea_degreeuserarea_graduated,schoolorinstitution_degree_userarea_degreeuserarea_id,schoolorinstitution_degree_userarea_degreeuserarea_normalizeddegreename,schoolorinstitution_degree_userarea_degreeuserarea_normalizeddegreetype,schoolorinstitution_postaladdress_countrycode,schoolorinstitution_postaladdress_municipality,schoolorinstitution_postaladdress_region,schoolorinstitution_school_schoolname
cv43702.xml,auxiliar em programacao de computadores concluido - ano: 06/2015 a 12/2015 instituicao: etesp - escola tecnica estadual de sao paulo (centro paula souza),,,,2015-12,,,2015-06,,,2015-12,,,,,,true,deg-4,,high school or equivalent,br,sao paulo,,etesp - escola tecnica estadual de sao paulo (centro paula souza)
cv43702.xml,auxiliar de informatica concluida - ano: 06/2014 a 12/2014 instituicao: etesp - escola tecnica estadual de sao paulo (centro paula souza),,,,2014-12,,,2014-06,,,2014-12,,,,,,true,deg-3,,high school or equivalent,br,sao paulo,,etesp - escola tecnica estadual de sao paulo (centro paula souza)
cv43702.xml,ensino medio concluido - ano: 02/1998 a 12/2000 instituicao: escola estadual estela borges morato - sao paulo.   certificado,,,,2000-12,,,1998-02,,,2000-12,ano,,,,ensino medio concluido,true,deg-2,ensino medio concluido,high school or equivalent,br,sao paulo,,escola estadual estela borges morato
cv43799.xml,curso: tecnologo em gestao de rh: faculdade iesb - (brasilia-df),,,,,,,,,,,tecnologo,,,,,,deg-1,,,br,brasilia,df,faculdade iesb
cv43799.xml,- curso tecnico em administracao: escola tecnica de ceilandia - bsb - df,,,,,,,,,,,curso tecnico,,,,df,,deg-2,doctorate,doctorate,,,,escola tecnica de ceilandia
cv43799.xml,- curso de ingles- centro interescolar de linguas- cilc,,,,,,,,,,,,,,,,,deg-3,,,,,,ingles- centro interescolar de linguas
cv42400.xml, cursando direito (5o semestre) - instituto brasiliense de direito publico (idp)  experiencia profissional,,,,,,,,,,,direito,,,,,false,deg-1,,,,,,instituto brasiliense de direito publico
cv42131.xml,graduacao psicologia - universidade catolica de brasilia - 2011 a 2017.,,,2017,,,2011,,,2017,,psicologia,,,,graduacao,,deg-1,bachelors,bachelors,,,,universidade catolica de brasilia
cv38840.xml,analise desenvolvimento de sistemas - faculdade fael - termino 12/2017.,,,,2017-12,notknown,,,,,2017-12,,,,,,,deg-1,,,,,,faculdade fael - termino
cv44644.xml,pos graduando em direito e processo do trabalho - faculdade damasio de jesus - conclusao 2018.,,,2018,,notknown,,,,,,direito e processo do trabalho,,,,,false,deg-2,,,,,,faculdade damasio de jesus
cv44644.xml,bacharel em administracao de empresas - fmu - 2015,,,2015,,notknown,,,,2015,,administracao de empresas,,,,bacharel em administracao de empresas,,deg-1,bachelors,bachelors,,,,fmu
cv45056.xml,cursando psicologia - universidade sao judas tadeu (9 semestre/ conclusao 2018),,,2018,,notknown,,,,,,psicologia,,,,,false,deg-1,,,,,,universidade sao judas tadeu
cv45479.xml,graduacao em administracao - ucb/df ;,,,,,,,,,,,administracao,,,,graduacao em administracao,,deg-1,bachelors,bachelors,,,,ucb
cv44636.xml,casado  pernambucano de recife  02 filhos  graduado em tecnologia da informacao pela universidade federal da paraiba. residencia fixa em natal  disponivel para inicio imediato em qualquer parte do brasil.  detalhamento dos principais trabalhos por ordem cronologica   estadual - sefaz ba - (mai/2017 a abri/2018) gerente de projetos time desenvolvedor sas va  alocado na sefaz ba - projeto de gerenciamento em solucoes de banco de dados  integracao de dados e bi  data discovery e dashboarddes (projeto pontual) - ultimo,,,2018,,,,2017-05,,,,banco,,,,ba,false,deg-1,bachelors,bachelors,,,,universidade federal da paraiba
cv43851.xml,2010 - 2012 uniceub brasilia - df especializacao em redes de computadores com enfase em seguranca.   cursos extra programacao em delphi com banco de dados curriculares ancora consultoria & informatica  campo grande - ms.  elaboracao e gerenciamento de projetos,,,2012,,,2010,,,2012,,gerenciamento de projetos,,,,ms,,deg-3,masters,masters,br,brasilia,df,uniceub
cv43851.xml,2006 - 2007 unaes - anhanguera campo grande - ms especializacao em administracao de banco de dados - dba.,,,2007,,,2006,,,2007,,administracao de banco,,,,ms,,deg-2,masters,masters,,,,
cv43851.xml,1997 - 1999 faculdade estacio de sa campo grande - ms graduacao em tecnologia em processamento de dados.,,,1999,,,1997,,,1999,,tecnologia,,,,graduacao em tecnologia em processamento de dados,,deg-1,bachelors,bachelors,us,campo grande,ms,faculdade estacio de sa
cv43851.xml,fundacao trompowsky  rio de janeiro - rj.  oracle 11g - sql pl/sql carga horaria (horas/aula): 80 eibneti - treinamento em informatica  brasilia - df.  curso de desenvolvimento na base de dados corporativa do exercito brasileiro  - basico carga horaria (horas/aula): 31,,,1980,,notknown,,,,1980,,curso de desenvolvimento,,,,df,,deg-4,doctorate,doctorate,br,rio de janeiro,rj,fundacao trompowsky
cv43851.xml,cds - centro de desenvolvimento de sistemas  exercito brasileiro  brasilia-df.  curso de desenvolvimento na base de dados corporativa do exercito brasileiro  - avancado carga horaria (horas/aula): 31,,,,,,,,,,,,,,,,,deg-5,,,br,brasilia,df,centro de desenvolvimento de sistemas
cv43851.xml,cds - centro de desenvolvimento de sistemas  exercito brasileiro  brasilia-df.,,,,,,,,,,,,,,,,,deg-6,,,br,brasilia,df,centro de desenvolvimento de sistemas
cv45075.xml,mba / pos-graduacao gestao de recursos humanos universidade federal fluminense conclusao: 10/2004,,,,2004-10,notknown,,,,,2004-10,gestao de recursos humanos,,,,mba,,deg-1,mba,mba,,,,universidade federal fluminense
cv45075.xml,graduacao: psicologia(licenciatura e bacharelado) universidade santa ursula conclusao: 01/1993,,,,1993-01,notknown,,,,,1993-01,psicologia,,,,graduacao,,deg-2,bachelors,bachelors,,,,universidade santa ursula
cv43336.xml,bacharelado em ciencia da computacao 2004 uniceub centro universitario de brasilia,,,2004,,notknown,,,,2004,,ciencia da computacao,,,,bacharelado em ciencia da computacao,,deg-2,bachelors,bachelors,,,,uniceub centro universitario de brasilia
cv43336.xml,mba em lideranca  inovacao e gestao 3.0 em andamento pontificia universidade catolica do rio grande do sul,,,,,,,,,,,lideranca,,,gestao,mba,,deg-1,mba,mba,,,,pontificia universidade catolica do rio grande do sul
cv40485.xml,nove de julho university msc  informatics and knowledge management,,,,,,,,,,,informatics and knowledge management,,,,msc,,deg-1,msc,msc,,,,nove de julho university
cv40485.xml,fiap mba  java application development (soa),,,,,,,,,,,java application development,,,,mba,,deg-2,mba,mba,,,,fiap
cv40485.xml,ufabc post graduation  information system and technology,,,,,,,,,,,information system and technology,,,,,,deg-3,,,,,,ufabc
cv40485.xml,unifai bs  computer science,,,,,,,,,,,computer science,,,,bs,,deg-4,bsc,bsc,,,,unifai
cv44750.xml, pos graduacao em gerenciamento de projetos - praticas do pmi - concluido em 2017 (centro universitario senac) ;,,,2017,,notknown,,,,2017,,praticas do pmi,,,,pos graduacao em gerenciamento de projetos,true,deg-1,bachelors,bachelors,,,,centro universitario senac
cv44750.xml, graduacao em tecnologia de redes de computadores - concluido em 2014 (centro universitario senac) ;,,,2014,,notknown,,,,2014,,tecnologia de redes,,,,graduacao em tecnologia de redes de computadores,true,deg-2,bachelors,bachelors,,,,centro universitario senac
cv44750.xml, tecnico em informatica - concluido em 2011 (senac santo amaro).,,,2011,,notknown,,,,2011,,,,,,,true,deg-3,,,,,,senac santo amaro
cv43533.xml,set. 13 - dez. 14 academica mba em gestao de negocios universidade nove de julho,,,,2014-12,,,2013-09,,,2014-12,gestao de negocios,,,,mba,,deg-1,mba,mba,,,,universidade nove de julho
cv43533.xml,jul. 10 - dez 10 extensao universitaria em planejamento estrategico.,,,,2010-12,,,2010-07,,,2010-12,,,,,,,deg-2,,,,,,extensao universitaria em planejamento estrategico
cv43533.xml,universidade presbiteriana mackenzie  jul.06 - dez. 10 bacharelado em sistemas de informacao,,,,2010-12,,,2006-07,,,2010-12,sistemas de informacao,,,,bacharelado em sistemas de informacao,,deg-3,bachelors,bachelors,,,,universidade presbiteriana mackenzie
cv43533.xml,universidade presbiteriana mackenzie  jan. 00 - dez. 05 tecnico em publicidade  propaganda e marketing oswaldo cruz - pais leme.   treinamentos/ mapeamento e modelagem de processos e o bpm certificacao,,,,2005-12,,,2000-01,,,2005-12,tecnico,,,,,,deg-4,,,,,,universidade presbiteriana mackenzie
cv42563.xml,graduado em administracao facitec - taguatinga  2011,,,2011,,notknown,,,,2011,,graduado,,,,,,deg-1,,,br,taguatinga,,facitec
cv44445.xml,pos-graduacao gestao de pessoas - faculdade senac df - conclusao em dezembro de 2017.,,,,2017-12,notknown,,,,,2017-12,gestao de pessoas,,,,pos-graduacao,,deg-2,masters,masters,,,,faculdade senac df
cv44445.xml,graduacao letras ingles - faculdade de ciencias humanas de olinda pe - conclusao em dezembro de 1997.,,,,1997-12,notknown,,,,,1997-12,letras ingles,,,,graduacao,,deg-1,bachelors,bachelors,ca,olinda,pe,faculdade de ciencias humanas
cv44209.xml,/ cursos / eventos  gerencia -  escopo do projeto - fundacao getulio vargas,,,,,,,,,,,,,,,,,deg-1,,,,,,fundacao getulio vargas
cv44209.xml,gerenciamento de projetos  pmi-pmbok  - projectlab (instituicao global r.e.p. do pmi) administracao de empresas - faes analise de sistemas -  faes sistema opics - misys international banking systems -  white plains - estados unidos.,,,,,,,,,,,administracao de empresas,,,,,,deg-2,,,,,,instituicao global r.e.p. do pmi
cv44209.xml,gerenciamento de ti -  next generation center prevencao a lavagem de dinheiro - ancord (associacao nacional de corretoras). cadastro de clientes - ancord (associacao nacional de corretoras). gerenciando projetos rup - encontro politec de ti compliance e participantes do mercado- anbima (associacao brasileira entidades. dos mercados financeiros) agile scrum - vmedu targeting,,,,,,,,,,,,,,,,,deg-3,,,,,,next generation center
cv43415.xml,  especializacao  em  engenharia  de  software  pela  pontificia  universidade  catolica  de minas gerais.    bacharel em sistema de informacao - faculdade projecao sobradinho - conclusao em 2017,,,2017,,notknown,,,,2017,,engenharia,,,,bacharel em sistema de informacao,,deg-1,bachelors,bachelors,,,,faculdade projecao sobradinho
cv43415.xml,  curso tecnico em desenvolvimento de sistemas - ifb - instituto federal de brasilia  conclusao em 2013.,,,2013,,notknown,,,,2013,,,,,,,,deg-2,,,,,,instituto federal de brasilia
cv43415.xml,  ensino medio - paulo freire  conclusao em 2011.,,,2011,,notknown,,,,2011,,paulo freire,,,,ensino medio,,deg-3,ensino medio,high school or equivalent,,,,
cv42475.xml,2013 - 2018: engenharia da computacao instituto de educacao superior de brasilia  (iesb) previsao de termino: dezembro de 2018,,,2018,,,2013,,,,,engenharia da computacao,,,,,false,deg-1,,,,,,instituto de educacao superior de brasilia  (iesb)
cv44508.xml,graduacao em psicologia - cursando universidade una (noite) - 9o periodo.,,,,,,,,,,,psicologia,,,,graduacao em psicologia,false,deg-1,bachelors,bachelors,,,,universidade una
cv44161.xml, graduacao em analise em desenvolvimento de sistemas - fatec-sp conclusao em 2014,,,2014,,notknown,,,,2014,,analise,,,,graduacao em analise em desenvolvimento de sistemas,,deg-1,bachelors,bachelors,,,,fatec-sp
cv42349.xml, especialista em saude mental e atencao basica- escola bahiana de medicina e saude publica. (2016.1),,,,2016-01,notknown,,,,,2016-01,saude mental e atencao basica,,,medicina,especialista em saude mental e atencao basica,,deg-2,especialista em saude mental e atencao basica,bachelors,,,,escola bahiana de medicina e saude publica
cv42349.xml, graduada em psicologia - faculdade ruy barbosa (2015.1),,,,2015-01,notknown,,,,,2015-01,psicologia,,,,,,deg-1,,,,,,faculdade ruy barbosa
cv42498.xml, cursando 6o periodo - psicologia - pontificia universidade catolica de goias - 07/2020.,,,,2020-07,notknown,,,,,,psicologia,,,,,false,deg-1,,,,,,pontificia universidade catolica de goias
cv44708.xml, extensao: gestao estrategica e de pessoas - universidade presbiteriana mackenzie concluido: 05/2017,,,,2017-05,notknown,,,,,2017-05,gestao,,,,,true,deg-1,,,,,,universidade presbiteriana mackenzie
cv44708.xml, pos-graduacao: psicologia hospitalar - universidade cidade de sao paulo concluido: 05/2013,,,,2013-05,notknown,,,,,2013-05,psicologia hospitalar,,,,pos-graduacao,true,deg-2,masters,masters,br,sao paulo,,universidade cidade de sao paulo
cv44708.xml, graduacao: psicologia - universidade santo amaro concluido: 12/2011  monografia: titulo: bem-estar no trabalho em uma amostra de funcionarios do setor de teleatendimento.,,,,2011-12,notknown,,,,,2011-12,psicologia,,,,graduacao,true,deg-3,bachelors,bachelors,,,,universidade santo amaro
cv44872.xml,ceinter - faculdade de tecnologia / treinamentos fechados professora nos cursos de administracao de redes e webdesign na disciplina sistema operacional linux e servicos.,,,,,,,,,,,cursos de administracao,,,,,,deg-1,,,,,,faculdade de tecnologia
cv44872.xml,faculdade sumare - professora sist. operacional linux para o curso de administradores de redes.,,,,,,,,,,,,,,,,,deg-2,,,,,,faculdade sumare
cv39600.xml,igti pos-graduacao  arquitetura de sofware  2017 - 2018 universidade paulista,,,2018,,,2017,,,,,arquitetura de sofware,,,,pos-graduacao,false,deg-1,masters,masters,,,,universidade paulista
cv39600.xml,analise e desenvolvimento de sistemas  desenvolvimento web  2013 - 2014 saga school,,,2014,,,2013,,,2014,,,,,,,,deg-2,,,,,,saga school
cv44185.xml,pos graduacao em analise  projeto e gerencia de sistemas - puc rj. 2005,,,2005,,notknown,,,,2005,,projeto e gerencia de sistemas,,,,pos graduacao em analise,,deg-1,bachelors,bachelors,,,,
cv44185.xml,graduacao em tecnologia em processamento de dados - faculdade da cidade. 1999,,,1999,,notknown,,,,1999,,tecnologia,,,,graduacao em tecnologia em processamento de dados,,deg-2,bachelors,bachelors,,,,faculdade da cidade
cv44568.xml,graduacao em analise e desenvolvimento de sistemas - uniprojecao conclusao em 2019,,,2019,,notknown,,,,,,uniprojecao,,,,graduacao em analise e desenvolvimento de sistemas,false,deg-1,bachelors,bachelors,,,,
cv42639.xml,   pos graduacao - teoria psicanalitica - instituto brasileiro de formacao previsao de conclusao: fevereiro/2019,,,,2019-02,notknown,,,,,,teoria psicanalitica,,,,pos graduacao,false,deg-3,bachelors,bachelors,,,,instituto brasileiro de formacao
cv42639.xml,   pos graduacao - psicopedagogia institucional e clinica - instituto brasileiro de formacao previsao de conclusao: agosto/2018,,,,2018-08,notknown,,,,,,psicopedagogia institucional e clinica,,,,pos graduacao,false,deg-2,bachelors,bachelors,,,,instituto brasileiro de formacao
cv42639.xml,   ensino superior - formacao de psicologo - psicologia universidade paulista - unip - campus brasilia conclusao: dezembro/2016,,,,2016-12,notknown,,,,,2016-12,psicologo,,,,ensino superior,,deg-1,ensino superior,some college,,,,universidade paulista - unip
cv43430.xml,inicio em 08/2014 graduacao ciencias da computacao (cursando) instituicao: universidade nove de julho - uninove,,,,2014-08,notknown,,,,,,ciencias da computacao,,,,graduacao,false,deg-1,bachelors,bachelors,,,,universidade nove de julho - uninove
cv45292.xml,  superior em gestao de recursos humanos faculdade unicesumar           (cursando)          tecnico em seguranca no trabalho- senac,,,,,,,,,,,,,,,,false,deg-1,,,,,,superior em gestao de recursos humanos faculdade unicesumar
cv43731.xml,centro universitario padre anchieta (1996 a 1999)    bacharel em ciencias da computacao - enfase em analise de sistemas.   redes sociais youtube (canal sobre programcao): https://www.youtube.com/user/alegomiero2010 twitter: @agomiero linkedin: https://www.linkedin.com/in/gomiero facebook: https://www.facebook.com/alexgomiero stackoverflow: https://stackoverflow.com/users/3134655/gomiero stackoverflow (pt-br): https://pt.stackoverflow.com/users/38822/gomiero,,,1999,,,1996,,,1999,,enfase,,,,bacharel em ciencias da computacao,,deg-1,bachelors,bachelors,,,,centro universitario padre anchieta
cv42690.xml, graduacao em psicologia- formacao de psicologo 2013-2017 universidade paulista-unip,,,2017,,,2013,,,2017,,psicologo,,,,graduacao em psicologia,,deg-1,bachelors,bachelors,,,,universidade paulista-unip
cv44431.xml,bacharel em sistemas de informacao - concluido em 2017 faculdades integradas da uniao educacional do planalto central ltd - faciplac.,,,2017,,notknown,,,,2017,,sistemas de informacao,,,,bacharel em sistemas de informacao,true,deg-1,bachelors,bachelors,,,,faculdades integradas da uniao educacional do planalto central ltd - faciplac
cv44782.xml,* mba: gerenciamento de projetos: fundacao getulio vargas - fgv -  2012,,,2012,,notknown,,,,2012,,,,,,mba,,deg-1,mba,mba,,,,fundacao getulio vargas - fgv
cv44782.xml,* pos-graduacao: gestao rh: fundacao alvares penteado - fecap - 2011,,,2011,,notknown,,,,2011,,gestao rh,,,,pos-graduacao,,deg-2,masters,masters,,,,fundacao alvares penteado - fecap
cv44782.xml,* graduacao: administracao de sistemas de informacao: centro universitario ibero americano - 2000,,,2000,,notknown,,,,2000,,administracao de sistemas,,,,graduacao,,deg-3,bachelors,bachelors,,,,centro universitario ibero americano
cv43514.xml,termino: dezembro/1989   engenharia eletrica (faculdade de engenharia industrial - fei),,,,1989-12,notknown,,,,,1989-12,engenharia eletrica,,,,,,deg-2,,,,,,faculdade de engenharia industrial - fei
cv43514.xml, administracao de empresas (faculdades integradas santana) inicio: janeiro/1986,,,,1986-01,notknown,,,,,1986-01,administracao de empresas,,,,,,deg-1,,,,,,faculdades integradas santana
cv43222.xml,* graduacao em ciencia da computacao - universidade santa cecilia  santos  sp  2001 ; * bons conhecimentos em ab2 2.1  sql 6.5/2000/2005/2008  c++ 1.52  vb6.0  c#  ppmcenter (hp)  vb.net  oracle e java ; * ferramentas e linguagens: solman  aris  mercury  pascal  cobol  erwin  delphi  asp  html  oracle8 e 9  xml  visio ; * ingles fluente (leitura  escrita  conversacao). * espanhol intermediario (leitura e conversacao) e basico (escrita).,,,2001,,notknown,,,,2001,,ciencia da computacao,,,,graduacao em ciencia da computacao,,deg-1,bachelors,bachelors,br,santos,sp,universidade santa cecilia
cv43896.xml,competencias transversais senai   preparatorio cobit 5 foundation - carga horaria - 16 (dezesseis) horas trainning education services,,,2016,,notknown,,,,2016,,trainning education services,,,,,,deg-2,,,,,,competencias transversais senai
cv43896.xml, fundamentos da governanca de ti - carga horaria - 29 (vinte e nove) horas escola virtual da fundacao bradesco   logica de programacao - carga horaria - 14 (quatorze) horas,,,2014,,notknown,,,,2014,,,,,,,,deg-1,,high school or equivalent,,,,escola virtual da fundacao bradesco
cv43896.xml, instituto de vencedores modulos i  ii e iii - carga horaria - 144 (cento e quarenta e quatro) horas  windows  word  excel  digitacao  internet  photoshop  corel draw  dreamweaver  flash  indesign  auxiliar de escritorio  auxiliar de contabilidade e telemarketing carga horaria - 150 (cento e cinquenta) horas - new value informatica,,,,,,,,,,,contabilidade e telemarketing,,,,,,deg-3,,,,,,instituto de vencedores modulos
cv42344.xml,paulista unip   ricardo eletro vendedora fabiana cristina 4 anos pereira costa recepcao  atendimento  vendas e organizar setor. a disposicao da empresa. lojas othoch caixa  vendedora de servicos  promotora  atendente. brasileira  solteiro  32 anos 1 ano e 5 meses recepcao de clientes  oferecer cartao  caixa e vendedora dos servicos.  mc donalds nascimento: 17/06/1985 recepcao  caixa  atendente  instrutor de treinamentos e gerente de area. endereco: quadra quadra 307 conjunto 2 anos 10  20 recepcao de clientes  oferecer produtos  treinar recanto das emas - recanto das emas - df funcionarios e garantir todo o funcionamento do - cep: 72621-411 estabelecimento.   e-mail: cristalcristina17@hotmail.com recepcionista  secretariado telefones: (61) 3332-1399 (fixo) ingles  informatica (61) 99376-4247 (claro)  vendas de servicos. atendimento ao publico  (61) 99616-8608 (vivo) - recado: falar c/ elenita   prezados senhores: venho colocar-me a disposicao desta empresa  para exercer as funcoes que estejam de acordo com as minhas qualificacoes. espero vir a ser util  apenas preciso de uma oportunidade de trabalho. coloco-me a disposicao para entrevistas e testes que sejam necessarios.,1985-06-17,,,,notknown,,,1985-06-17,,,funcionamento,,,,df,,deg-1,doctorate,doctorate,,,,gestao de recursos humanos em universidade  paulista unip
cv44561.xml,2012 - mba em gestao de projetos pmi - ibta - instituto brasileiro de tecnologia aplicada (ibmec),,,2012,,notknown,,,,2012,,gestao,,,,mba,,deg-1,mba,mba,,,,projetos pmi - ibta - instituto brasileiro de tecnologia aplicada (ibmec)
cv44561.xml,smac (scrum master accredited certification) - international scrum institute - id. 46504468035418  idiomas  programa de intercambio - kaplan pli - toronto/canada - 2009 - (b2 / c1),,,2009,,notknown,,,,2009,,,,,,certification,,deg-3,certification,certification,ca,toronto,on,international scrum institute
cv44561.xml,1998 - bacharel em ciencia da computacao - unisanta - universidade santa cecilia dos bandeirantes.  certificacao,,,1998,,notknown,,,,1998,,ciencia da computacao,,,,bacharel em ciencia da computacao,,deg-2,bachelors,bachelors,,,,unisanta - universidade santa cecilia dos bandeirantes
cv42260.xml,2018 centro de ensino universitario do distrito federal (udf)  asa sul - df nivel superior,,,2018,,notknown,,,,,,nivel superior,,,,df,false,deg-1,doctorate,doctorate,,,,centro de ensino universitario do distrito federal (udf)
cv42260.xml,bacharelado em psicologia (em andamento) instituto tecnologico brasileiro ( itb)  natal - rn curso ead espanhol basico (em andamento)  qualifica mais brasilia  brasilia -df curso ead assistente de departamento pessoal (em andamento)  ,,,,,,,,,,,andamento,,,,bacharelado em psicologia,,deg-2,bachelors,bachelors,br,natal,rn,instituto tecnologico brasileiro
cv42409.xml,graduada em administracao de empresas - estacio radial - conclusao 12/2017,,,,2017-12,notknown,,,,,2017-12,administracao de empresas,,,,,,deg-1,,,,,,radial
cv39469.xml,faculdade projecao sistemas de informacao  si  2010 - 2014 activities and societies: profissional na area de ti senac taguatinga df,,,2014,,,2010,,,2014,,,,,,df,,deg-1,doctorate,doctorate,br,taguatinga,df,faculdade projecao
cv42861.xml,  ensino superior -  bacharel em psicologia - concluido 2017-   anhanguera educacional,,,2017,,notknown,,,,2017,,psicologia,,,,ensino superior,,deg-1,ensino superior,some college,,,,
cv42861.xml,  ensino medio - colegio educacional merito - concluido em 2012,,,2012,,notknown,,,,2012,,,,,,ensino medio,true,deg-2,ensino medio,high school or equivalent,,,,colegio educacional merito
cv44219.xml,graduacao de sistemas web faculdade ibta - concluido em dezembro/2014.,,,,2014-12,notknown,,,,,2014-12,,,,,graduacao,true,deg-1,bachelors,bachelors,,,,sistemas web faculdade ibta
cv45065.xml, disciplinas isoladas de mestrado em administracao pela puc minas- 2014,,,2014,,notknown,,,,2014,,isoladas de mestrado,,,,mestrado em administracao,,deg-1,mestrado em administracao,masters,,,,puc minas
cv45065.xml, mba em gestao de pessoas pela faculdade pitagoras - 2013,,,2013,,notknown,,,,2013,,gestao de pessoas,,,,mba,,deg-2,mba,mba,,,,faculdade pitagoras
cv45065.xml, graduada em psicologia pelo centro universitario newton paiva - 2011 ________,,,2011,,notknown,,,,2011,,psicologia,,,,,,deg-3,,,,,,centro universitario newton paiva
cv42340.xml,ensino superior cursando instituicao: universidade paulista - unip asa sul curso: psicologia semestre: 2015/1 (7 semestre) horario: matutino (disponibilidade para mudanca),,,,2015-01,notknown,,,,,,instituicao,,,,ensino superior,false,deg-2,ensino superior,some college,,,,universidade paulista - unip asa sul
cv42340.xml,ensino medio completo instituicao: centro educacional pompilio marques de souza ( planaltina - df ),,,,,,,,,,,instituicao,,,,ensino medio completo,true,deg-1,ensino medio completo,high school or equivalent,br,planaltina,df,centro educacional pompilio marques de souza
cv44318.xml,escola: ucb - universidade catolica de brasilia   curso: analise e desenvolvimento de sistemas (cursando 1o semestre)   ano/semestre: inicio 01/2018,,,,2018-01,notknown,,,,,,,,,,,false,deg-1,,,,,,ucb - universidade catolica de brasilia
cv44318.xml,escola: etb - escola tecnica de brasilia  curso: tecnico em informatica (cursando 3o semestre)   ano/semestre: inicio 01/2016,,,,2016-01,notknown,,,,,,,,,,,false,deg-2,,some high school or equivalent,,,,escola tecnica de brasilia
cv42573.xml,cursando psicologia - 9o semestre  fevereiro de 2018 - unip - universidade paulista. formada em administracao empresarial ,,,,2018-02,notknown,,,,,,psicologia,,,,,false,deg-1,,,,,,unip - universidade paulista
cv42573.xml,em dezembro de 2012 - faculdade jk-serrana.,,,,2012-12,notknown,,,,,2012-12,,,,,,,deg-2,,,,,,faculdade jk-serrana
cv44701.xml,recursos humanos uniplan 1o semestre,,,,,,,,,,,,,,,,,deg-1,,,,,,uniplan
cv44701.xml,tecnico em processamento de dados centro educacional 03 de sobradinho ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 6. capacitacoes e certificacoes auditora (iso) - proclima engenharia ltda - sof sul/df,,,,,,,,,,,proclima engenharia ltda,,,,df,,deg-2,doctorate,doctorate,,,,centro educacional
cv44701.xml,gestao do sistema de qualidade  sinduscon-df  sia  guara/df pacote office 2010 avancado (power point  excell  word  outlook)  escola virtual  fundacao bradesco empreendedorismo e inovacao  escola virtual  fundacao bradesco ________________________________________________________________________________________________ 7. informacoes adicionais gestao de projetos  escola virtual  fundacao bradesco em andamento ________________________________________________________________________________________________                            firmo  que todas as informacoes aqui prestadas sao veridicas.,,,,,,,,,,,sia,,,,df,,deg-3,doctorate,doctorate,br,guara,df,escola virtual - fundacao bradesco
cv44226.xml,   mba: project management - fgv,,,,,,,,,,,project management,,,,mba,,deg-1,mba,mba,,,,fgv
cv44226.xml,   graduacao: ciencia da computacao/universidade presbiteriana mackenzie,,,,,,,,,,,,,,,graduacao,,deg-2,bachelors,bachelors,,,,computacao/universidade presbiteriana mackenzie
cv44187.xml,graduacao em sistema da informacao - universidade paulista,,,,,,,,,,,sistema da informacao,,,,graduacao em sistema da informacao,,deg-1,bachelors,bachelors,,,,universidade paulista
cv42842.xml, ensino superior - udf  psicologia - cursando (8 semestre),,,,,,,,,,,psicologia,,,,ensino superior,false,deg-1,ensino superior,some college,,,,udf
cv44155.xml,graduacao em sistemas de informacao instituicao: fmu (faculdades metropolitanas unidas). inicio: 01/02/2014,2014-02-01,,,,notknown,,,2014-02-01,,,instituicao,,,,graduacao em sistemas de informacao,,deg-1,bachelors,bachelors,,,,fmu (faculdades metropolitanas unidas)
cv44333.xml,ensino superior cursando instituicao: universidade paulista curso: analise e desenvolvimento de sistemas,,,,,,,,,,,instituicao,,,,ensino superior,false,deg-1,ensino superior,some college,,,,universidade paulista
cv39496.xml,icesp,,,,,,,,,,,,,,,,,deg-1,,,,,,icesp
cv43440.xml,academica: pos-graduacao em engenharia de software na faculdade esab - escola aberta do brasil - cursando - previsao de conclusao 12/ 2016.,,,,2016-12,notknown,,,,,,engenharia de software,,,,pos-graduacao em engenharia de software,false,deg-1,masters,masters,,,,faculdade esab - escola aberta do brasil
cv43440.xml,graduacao  em  gestao  da  tecnologia  da  informacao  na universidade  unip  -  universidade paulista.,,,,,,,,,,,gestao,,,,graduacao,,deg-2,bachelors,bachelors,br,paulista,,unip
cv43809.xml,2000 - 2005   unifieo - centro universitario fieo osasco - sp * curso engenharia de computacao.,,,2005,,,2000,,,2005,,curso engenharia de computacao,,,,,,deg-1,,,br,osasco,sp,unifieo - centro universitario fieo
